Year,State Census Code,State,Sector,Obs,Employment (in 1000s),Members (in 1000s),Covered (in 1000s),% Mem,% Cov
1994,43,Missouri,Priv. Construction,86,106,46,46,43.6%,43.6%
1994,81,Montana,Total,"2,027",322,60,66,18.8%,20.6%
1994,81,Montana,Public,501,77,31,35,40.3%,45.3%
1994,81,Montana,Private,"1,526",245,29,31,12.0%,12.8%
1994,81,Montana,Priv. Manufacturing,153,25,7,7,28.4%,29.1%
1994,81,Montana,Priv. Construction,76,12,3,4,27.4%,30.0%
1994,46,Nebraska,Total,"2,427",722,78,97,10.7%,13.4%
1994,46,Nebraska,Public,431,126,38,51,30.0%,40.0%
1994,46,Nebraska,Private,"1,996",596,40,47,6.6%,7.8%
1994,46,Nebraska,Priv. Manufacturing,346,102,17,20,16.3%,19.3%
1994,46,Nebraska,Priv. Construction,89,27,5,5,17.0%,17.0%
1994,88,Nevada,Total,"1,955",659,121,136,18.4%,20.7%
1994,88,Nevada,Public,270,88,38,43,43.4%,48.9%
1994,88,Nevada,Private,"1,685",570,83,93,14.5%,16.3%
1994,88,Nevada,Priv. Manufacturing,107,36,2,3,6.8%,8.5%
1994,88,Nevada,Priv. Construction,147,51,10,11,19.5%,20.8%
1994,12,New Hampshire,Total,"1,495",515,55,67,10.7%,13.0%
1994,12,New Hampshire,Public,208,70,31,39,44.4%,56.0%
1994,12,New Hampshire,Private,"1,287",445,24,28,5.4%,6.2%
1994,12,New Hampshire,Priv. Manufacturing,356,122,9,10,7.4%,8.0%
1994,12,New Hampshire,Priv. Construction,51,17,2,3,12.7%,17.0%
1994,22,New Jersey,Total,"7,523","3,372",780,849,23.1%,25.2%
1994,22,New Jersey,Public,"1,238",546,338,367,62.0%,67.3%
1994,22,New Jersey,Private,"6,285","2,826",441,482,15.6%,17.0%
1994,22,New Jersey,Priv. Manufacturing,"1,276",572,130,140,22.7%,24.5%
1994,22,New Jersey,Priv. Construction,268,124,40,42,32.0%,33.9%
1994,85,New Mexico,Total,"1,712",603,56,68,9.3%,11.4%
1994,85,New Mexico,Public,465,162,31,40,19.3%,24.9%
1994,85,New Mexico,Private,"1,247",441,25,28,5.7%,6.4%
1994,85,New Mexico,Priv. Manufacturing,124,43,3,3,6.2%,6.2%
1994,85,New Mexico,Priv. Construction,96,36,1,1,2.7%,3.8%
1994,21,New York,Total,"11,304","7,103","2,050","2,175",28.9%,30.6%
1994,21,New York,Public,"2,275","1,426","1,035","1,085",72.6%,76.0%
1994,21,New York,Private,"9,029","5,677","1,015","1,090",17.9%,19.2%
1994,21,New York,Priv. Manufacturing,"1,633","1,034",250,261,24.2%,25.2%
1994,21,New York,Priv. Construction,362,234,74,78,31.8%,33.2%
1994,56,North Carolina,Total,"7,338","3,066",159,201,5.2%,6.6%
1994,56,North Carolina,Public,"1,198",498,68,95,13.7%,19.0%
1994,56,North Carolina,Private,"6,140","2,568",91,107,3.5%,4.2%
1994,56,North Carolina,Priv. Manufacturing,"2,060",864,44,49,5.1%,5.7%
1994,56,North Carolina,Priv. Construction,365,153,1,1,0.5%,0.8%
1994,44,North Dakota,Total,"2,316",259,24,31,9.4%,12.0%
1994,44,North Dakota,Public,572,62,15,19,23.4%,30.1%
1994,44,North Dakota,Private,"1,744",196,10,12,5.0%,6.3%
1994,44,North Dakota,Priv. Manufacturing,162,18,3,4,18.2%,21.5%
1994,44,North Dakota,Priv. Construction,113,13,1,2,10.8%,11.9%
1994,31,Ohio,Total,"7,854","4,704",897,977,19.1%,20.8%
1994,31,Ohio,Public,"1,151",683,301,336,44.0%,49.2%
1994,31,Ohio,Private,"6,703","4,021",596,640,14.8%,15.9%
1994,31,Ohio,Priv. Manufacturing,"1,910","1,141",333,347,29.2%,30.4%
1994,31,Ohio,Priv. Construction,307,189,49,51,26.0%,27.0%
1994,73,Oklahoma,Total,"2,165","1,255",111,136,8.8%,10.9%
1994,73,Oklahoma,Public,445,252,48,71,18.9%,28.0%
1994,73,Oklahoma,Private,"1,720","1,003",63,66,6.3%,6.6%
1994,73,Oklahoma,Priv. Manufacturing,334,191,29,30,15.2%,15.8%
1994,73,Oklahoma,Priv. Construction,75,44,4,4,9.3%,9.3%
1994,92,Oregon,Total,"1,804","1,282",275,295,21.5%,23.0%
1994,92,Oregon,Public,344,238,132,145,55.3%,60.8%
1994,92,Oregon,Private,"1,460","1,044",144,150,13.7%,14.4%
1994,92,Oregon,Priv. Manufacturing,322,230,54,55,23.4%,24.0%
1994,92,Oregon,Priv. Construction,73,56,9,10,15.6%,16.9%
1994,23,Pennsylvania,Total,"7,532","4,899",962,"1,039",19.6%,21.2%
1994,23,Pennsylvania,Public,997,642,356,389,55.4%,60.5%
1994,23,Pennsylvania,Private,"6,535","4,257",607,651,14.3%,15.3%
1994,23,Pennsylvania,Priv. Manufacturing,"1,489",957,254,263,26.5%,27.5%
1994,23,Pennsylvania,Priv. Construction,311,207,46,48,22.1%,23.1%
1994,15,Rhode Island,Total,"1,565",410,67,72,16.3%,17.6%
1994,15,Rhode Island,Public,209,52,37,38,69.8%,72.7%
1994,15,Rhode Island,Private,"1,356",358,30,34,8.4%,9.5%
1994,15,Rhode Island,Priv. Manufacturing,360,94,11,11,11.4%,11.9%
1994,15,Rhode Island,Priv. Construction,58,15,3,3,17.8%,21.1%
1994,57,South Carolina,Total,"2,090","1,542",59,80,3.8%,5.2%
1994,57,South Carolina,Public,338,243,29,43,11.8%,17.9%
1994,57,South Carolina,Private,"1,752","1,298",31,37,2.4%,2.8%
1994,57,South Carolina,Priv. Manufacturing,567,424,13,13,3.2%,3.2%
1994,57,South Carolina,Priv. Construction,92,72,1,2,1.4%,2.2%
1994,45,South Dakota,Total,"2,491",284,23,30,8.3%,10.5%
1994,45,South Dakota,Public,548,61,11,16,18.7%,25.5%
1994,45,South Dakota,Private,"1,943",223,12,14,5.4%,6.4%
1994,45,South Dakota,Priv. Manufacturing,340,39,5,6,11.8%,14.2%
1994,45,South Dakota,Priv. Construction,110,12,2,2,12.7%,12.7%
1994,62,Tennessee,Total,"2,139","2,227",265,307,11.9%,13.8%
1994,62,Tennessee,Public,312,320,78,87,24.3%,27.1%
1994,62,Tennessee,Private,"1,827","1,907",187,221,9.8%,11.6%
1994,62,Tennessee,Priv. Manufacturing,535,550,99,125,18.0%,22.7%
1994,62,Tennessee,Priv. Construction,93,98,15,16,15.3%,16.3%
1994,74,Texas,Total,"7,762","7,714",543,680,7.0%,8.8%
1994,74,Texas,Public,"1,472","1,408",251,334,17.8%,23.7%
1994,74,Texas,Private,"6,290","6,306",292,347,4.6%,5.5%
1994,74,Texas,Priv. Manufacturing,"1,093","1,105",100,109,9.1%,9.9%
1994,74,Texas,Priv. Construction,408,431,16,18,3.8%,4.3%
1994,87,Utah,Total,"2,126",820,80,105,9.7%,12.8%
1994,87,Utah,Public,458,174,47,63,26.9%,36.5%
1994,87,Utah,Private,"1,668",647,33,42,5.1%,6.4%
1994,87,Utah,Priv. Manufacturing,328,126,7,9,5.2%,7.2%
1994,87,Utah,Priv. Construction,118,47,3,5,7.3%,9.9%
1994,13,Vermont,Total,"1,431",243,23,27,9.4%,11.1%
1994,13,Vermont,Public,219,36,13,16,37.0%,45.6%
1994,13,Vermont,Private,"1,212",207,9,11,4.6%,5.1%
1994,13,Vermont,Priv. Manufacturing,272,46,4,4,7.8%,8.6%
1994,13,Vermont,Priv. Construction,55,9,0,0,4.3%,4.3%
1994,54,Virginia,Total,"2,723","2,877",211,281,7.3%,9.8%
1994,54,Virginia,Public,607,611,89,128,14.6%,21.0%
1994,54,Virginia,Private,"2,116","2,265",122,153,5.4%,6.7%
1994,54,Virginia,Priv. Manufacturing,386,422,50,57,11.9%,13.5%
1994,54,Virginia,Priv. Construction,131,140,7,8,4.8%,5.7%
1994,91,Washington,Total,"1,903","2,213",487,561,22.0%,25.3%
1994,91,Washington,Public,384,444,202,236,45.5%,53.1%
1994,91,Washington,Private,"1,519","1,769",285,324,16.1%,18.3%
1994,91,Washington,Priv. Manufacturing,265,305,94,112,30.9%,36.8%
1994,91,Washington,Priv. Construction,92,109,24,24,22.3%,22.3%
1994,55,West Virginia,Total,"1,786",642,113,120,17.6%,18.7%
1994,55,West Virginia,Public,362,128,31,35,24.5%,27.2%
1994,55,West Virginia,Private,"1,424",514,82,85,15.9%,16.6%
1994,55,West Virginia,Priv. Manufacturing,260,93,33,34,35.3%,36.8%
1994,55,West Virginia,Priv. Construction,78,28,6,6,23.4%,23.4%
1994,35,Wisconsin,Total,"2,678","2,351",431,456,18.3%,19.4%
1994,35,Wisconsin,Public,418,354,183,196,51.6%,55.5%
1994,35,Wisconsin,Private,"2,260","1,997",248,259,12.4%,13.0%
1994,35,Wisconsin,Priv. Manufacturing,673,598,142,145,23.8%,24.2%
1994,35,Wisconsin,Priv. Construction,121,110,33,36,30.3%,32.2%
1994,83,Wyoming,Total,"1,650",194,22,28,11.5%,14.4%
1994,83,Wyoming,Public,396,46,10,14,22.3%,31.0%
1994,83,Wyoming,Private,"1,254",148,12,14,8.1%,9.3%
1994,83,Wyoming,Priv. Manufacturing,90,11,1,2,12.8%,17.2%
1994,83,Wyoming,Priv. Construction,98,12,1,1,6.3%,7.4%
1995,63,Alabama,Total,"2,060","1,726",236,256,13.6%,14.9%
1995,63,Alabama,Public,350,290,89,103,30.5%,35.6%
1995,63,Alabama,Private,"1,710","1,436",147,153,10.2%,10.7%
1995,63,Alabama,Priv. Manufacturing,518,433,84,86,19.5%,19.9%
1995,63,Alabama,Priv. Construction,95,80,8,8,10.0%,10.0%
1995,94,Alaska,Total,"1,857",234,54,60,23.1%,25.7%
1995,94,Alaska,Public,664,83,37,40,44.5%,48.7%
1995,94,Alaska,Private,"1,193",151,17,20,11.4%,13.1%
1995,94,Alaska,Priv. Manufacturing,55,7,0,0,3.8%,5.8%
1995,94,Alaska,Priv. Construction,94,13,3,3,25.0%,26.9%
1995,86,Arizona,Total,"2,132","1,810",145,175,8.0%,9.7%
1995,86,Arizona,Public,363,302,65,82,21.5%,27.0%
1995,86,Arizona,Private,"1,769","1,507",80,93,5.3%,6.2%
1995,86,Arizona,Priv. Manufacturing,263,218,11,12,4.9%,5.7%
1995,86,Arizona,Priv. Construction,121,110,8,8,7.3%,7.3%
1995,71,Arkansas,Total,"1,947","1,013",79,99,7.8%,9.7%
1995,71,Arkansas,Public,339,176,25,34,14.4%,19.2%
1995,71,Arkansas,Private,"1,608",837,54,65,6.5%,7.7%
1995,71,Arkansas,Priv. Manufacturing,447,237,33,41,14.0%,17.1%
1995,71,Arkansas,Priv. Construction,72,38,1,1,2.1%,3.3%
1995,93,California,Total,"11,954","12,320","2,176","2,463",17.7%,20.0%
1995,93,California,Public,"1,946","2,040","1,047","1,213",51.3%,59.5%
1995,93,California,Private,"10,008","10,280","1,130","1,250",11.0%,12.2%
1995,93,California,Priv. Manufacturing,"2,063","2,040",246,266,12.1%,13.0%
1995,93,California,Priv. Construction,444,489,108,118,22.1%,24.2%
1995,84,Colorado,Total,"2,320","1,725",170,208,9.9%,12.0%
1995,84,Colorado,Public,359,265,69,88,26.2%,33.1%
1995,84,Colorado,Private,"1,961","1,460",101,120,6.9%,8.2%
1995,84,Colorado,Priv. Manufacturing,282,202,19,21,9.2%,10.3%
1995,84,Colorado,Priv. Construction,136,107,12,14,11.1%,13.0%
1995,16,Connecticut,Total,"1,591","1,427",288,296,20.2%,20.7%
1995,16,Connecticut,Public,224,199,145,148,73.1%,74.2%
1995,16,Connecticut,Private,"1,367","1,229",143,148,11.6%,12.0%
1995,16,Connecticut,Priv. Manufacturing,310,277,40,43,14.4%,15.5%
1995,16,Connecticut,Priv. Construction,44,39,12,13,29.5%,32.0%
1995,51,Delaware,Total,"1,629",331,43,48,13.0%,14.6%
1995,51,Delaware,Public,238,47,18,21,38.3%,44.4%
1995,51,Delaware,Private,"1,391",283,25,27,8.7%,9.6%
1995,51,Delaware,Priv. Manufacturing,296,60,11,12,18.7%,20.1%
1995,51,Delaware,Priv. Construction,65,13,2,2,13.1%,13.1%
1995,53,District of Columbia,Total,"1,662",246,37,44,15.1%,18.0%
1995,53,District of Columbia,Public,581,85,21,26,24.7%,30.6%
1995,53,District of Columbia,Private,"1,081",161,16,18,10.0%,11.3%
1995,53,District of Columbia,Priv. Manufacturing,45,6,1,1,10.8%,10.8%
1995,53,District of Columbia,Priv. Construction,35,6,1,1,23.3%,26.3%
1995,59,Florida,Total,"6,681","5,641",412,558,7.3%,9.9%
1995,59,Florida,Public,"1,103",927,250,345,26.9%,37.3%
1995,59,Florida,Private,"5,578","4,715",163,213,3.5%,4.5%
1995,59,Florida,Priv. Manufacturing,605,512,30,33,5.8%,6.4%
1995,59,Florida,Priv. Construction,354,311,13,18,4.2%,5.9%
1995,58,Georgia,Total,"3,833","3,120",211,237,6.8%,7.6%
1995,58,Georgia,Public,600,494,75,89,15.3%,18.0%
1995,58,Georgia,Private,"3,233","2,626",136,148,5.2%,5.6%
1995,58,Georgia,Priv. Manufacturing,716,637,55,59,8.7%,9.3%
1995,58,Georgia,Priv. Construction,186,166,20,20,12.0%,12.0%
1995,95,Hawaii,Total,"1,617",475,117,124,24.6%,26.1%
1995,95,Hawaii,Public,354,107,58,63,54.2%,59.2%
1995,95,Hawaii,Private,"1,263",368,59,61,16.1%,16.5%
1995,95,Hawaii,Priv. Manufacturing,47,13,1,1,11.0%,11.0%
1995,95,Hawaii,Priv. Construction,89,27,11,12,41.7%,43.7%
1995,82,Idaho,Total,"2,108",464,38,48,8.1%,10.2%
1995,82,Idaho,Public,477,98,18,25,18.7%,25.5%
1995,82,Idaho,Private,"1,631",366,19,23,5.3%,6.2%
1995,82,Idaho,Priv. Manufacturing,358,80,9,10,11.6%,12.5%
1995,82,Idaho,Priv. Construction,104,24,2,2,8.0%,8.0%
1995,33,Illinois,Total,"7,445","5,167","1,042","1,095",20.2%,21.2%
1995,33,Illinois,Public,"1,051",730,357,377,49.0%,51.6%
1995,33,Illinois,Private,"6,394","4,438",684,718,15.4%,16.2%
1995,33,Illinois,Priv. Manufacturing,"1,527","1,056",248,256,23.5%,24.2%
1995,33,Illinois,Priv. Construction,315,222,108,110,48.9%,49.4%
1995,32,Indiana,Total,"2,137","2,690",443,482,16.5%,17.9%
1995,32,Indiana,Public,249,299,74,89,24.6%,29.7%
1995,32,Indiana,Private,"1,888","2,391",369,394,15.5%,16.5%
1995,32,Indiana,Priv. Manufacturing,593,746,223,231,29.9%,31.0%
1995,32,Indiana,Priv. Construction,111,139,41,44,29.3%,31.6%
1995,42,Iowa,Total,"2,165","1,260",152,192,12.1%,15.2%
1995,42,Iowa,Public,375,216,62,88,28.7%,40.7%
1995,42,Iowa,Private,"1,790","1,044",90,104,8.6%,10.0%
1995,42,Iowa,Priv. Manufacturing,430,250,50,58,20.1%,23.2%
1995,42,Iowa,Priv. Construction,94,55,12,12,21.7%,22.6%
1995,47,Kansas,Total,"2,112","1,088",111,139,10.2%,12.7%
1995,47,Kansas,Public,447,228,43,60,18.7%,26.5%
1995,47,Kansas,Private,"1,665",860,68,78,7.9%,9.1%
1995,47,Kansas,Priv. Manufacturing,341,176,31,38,17.7%,21.5%
1995,47,Kansas,Priv. Construction,92,48,5,5,10.0%,10.0%
1995,61,Kentucky,Total,"1,892","1,554",195,223,12.6%,14.4%
1995,61,Kentucky,Public,319,257,56,73,21.7%,28.6%
1995,61,Kentucky,Private,"1,573","1,297",139,150,10.8%,11.5%
1995,61,Kentucky,Priv. Manufacturing,378,314,69,72,22.0%,22.9%
1995,61,Kentucky,Priv. Construction,86,72,8,8,10.6%,10.6%
1995,72,Louisiana,Total,"1,872","1,628",114,143,7.0%,8.8%
1995,72,Louisiana,Public,351,301,53,67,17.5%,22.4%
1995,72,Louisiana,Private,"1,521","1,328",62,76,4.7%,5.7%
1995,72,Louisiana,Priv. Manufacturing,197,174,29,33,16.8%,19.1%
1995,72,Louisiana,Priv. Construction,114,105,10,10,9.3%,9.3%
1995,11,Maine,Total,"1,602",502,78,89,15.6%,17.8%
1995,11,Maine,Public,257,81,43,51,52.7%,63.0%
1995,11,Maine,Private,"1,345",421,35,38,8.4%,9.1%
1995,11,Maine,Priv. Manufacturing,291,91,20,22,21.9%,23.6%
1995,11,Maine,Priv. Construction,57,17,1,1,3.1%,3.1%
1995,52,Maryland,Total,"2,000","2,353",351,420,14.9%,17.8%
1995,52,Maryland,Public,538,642,194,240,30.3%,37.4%
1995,52,Maryland,Private,"1,462","1,711",156,179,9.1%,10.5%
1995,52,Maryland,Priv. Manufacturing,196,224,45,47,20.1%,21.1%
1995,52,Maryland,Priv. Construction,102,120,17,18,13.8%,14.7%
1995,14,Massachusetts,Total,"7,226","2,649",428,471,16.2%,17.8%
1995,14,Massachusetts,Public,"1,021",366,215,230,58.9%,63.0%
1995,14,Massachusetts,Private,"6,205","2,284",213,240,9.3%,10.5%
1995,14,Massachusetts,Priv. Manufacturing,"1,181",433,49,52,11.3%,12.1%
1995,14,Massachusetts,Priv. Construction,299,112,24,26,21.6%,22.8%
1995,34,Michigan,Total,"7,699","4,001",947,"1,006",23.7%,25.1%
1995,34,Michigan,Public,"1,110",563,314,332,55.8%,59.1%
1995,34,Michigan,Private,"6,589","3,438",633,673,18.4%,19.6%
1995,34,Michigan,Priv. Manufacturing,"2,053","1,067",361,374,33.9%,35.0%
1995,34,Michigan,Priv. Construction,269,141,39,41,27.6%,28.7%
1995,41,Minnesota,Total,"2,239","2,122",431,458,20.3%,21.6%
1995,41,Minnesota,Public,378,347,213,231,61.5%,66.7%
1995,41,Minnesota,Private,"1,861","1,775",217,226,12.2%,12.8%
1995,41,Minnesota,Priv. Manufacturing,427,403,68,69,16.8%,17.2%
1995,41,Minnesota,Priv. Construction,80,74,26,26,34.7%,34.7%
1995,64,Mississippi,Total,"1,899","1,076",56,72,5.2%,6.7%
1995,64,Mississippi,Public,330,183,17,24,9.1%,13.4%
1995,64,Mississippi,Private,"1,569",893,40,47,4.5%,5.3%
1995,64,Mississippi,Priv. Manufacturing,424,249,24,28,9.8%,11.2%
1995,64,Mississippi,Priv. Construction,92,52,0,2,1.0%,3.7%
1995,43,Missouri,Total,"1,876","2,341",342,387,14.6%,16.5%
1995,43,Missouri,Public,294,361,87,118,24.2%,32.7%
1995,43,Missouri,Private,"1,582","1,979",255,269,12.9%,13.6%
1995,43,Missouri,Priv. Manufacturing,336,413,99,102,23.9%,24.7%
1995,43,Missouri,Priv. Construction,92,116,28,28,23.9%,23.9%
1995,81,Montana,Total,"1,967",322,51,57,15.8%,17.5%
1995,81,Montana,Public,457,72,28,30,38.1%,41.7%
1995,81,Montana,Private,"1,510",250,23,26,9.3%,10.6%
1995,81,Montana,Priv. Manufacturing,150,26,4,4,15.6%,16.2%
1995,81,Montana,Priv. Construction,125,20,4,5,21.0%,22.3%
1995,46,Nebraska,Total,"2,192",715,65,89,9.1%,12.4%
1995,46,Nebraska,Public,377,118,35,47,29.8%,40.0%
1995,46,Nebraska,Private,"1,815",597,30,41,5.0%,6.9%
1995,46,Nebraska,Priv. Manufacturing,292,95,14,17,14.4%,18.3%
1995,46,Nebraska,Priv. Construction,83,28,2,2,6.7%,6.7%
1995,88,Nevada,Total,"1,808",680,137,161,20.2%,23.6%
1995,88,Nevada,Public,273,99,41,53,41.4%,53.7%
1995,88,Nevada,Private,"1,535",581,96,108,16.5%,18.5%
1995,88,Nevada,Priv. Manufacturing,86,33,3,3,8.5%,8.5%
1995,88,Nevada,Priv. Construction,137,55,11,13,20.4%,23.3%
1995,12,New Hampshire,Total,"1,555",528,67,76,12.6%,14.5%
1995,12,New Hampshire,Public,238,79,38,45,48.5%,56.9%
1995,12,New Hampshire,Private,"1,317",449,28,31,6.3%,7.0%
1995,12,New Hampshire,Priv. Manufacturing,364,123,8,9,6.5%,7.2%
1995,12,New Hampshire,Priv. Construction,57,20,3,3,15.1%,15.1%
1995,22,New Jersey,Total,"7,219","3,368",739,802,21.9%,23.8%
1995,22,New Jersey,Public,"1,173",543,332,360,61.2%,66.2%
1995,22,New Jersey,Private,"6,046","2,825",407,442,14.4%,15.7%
1995,22,New Jersey,Priv. Manufacturing,"1,160",537,110,114,20.5%,21.2%
1995,22,New Jersey,Priv. Construction,274,134,40,42,30.1%,31.8%
1995,85,New Mexico,Total,"1,875",616,58,72,9.4%,11.7%
1995,85,New Mexico,Public,527,171,32,43,18.9%,25.2%
1995,85,New Mexico,Private,"1,348",445,25,29,5.7%,6.5%
1995,85,New Mexico,Priv. Manufacturing,135,44,4,4,9.6%,9.6%
1995,85,New Mexico,Priv. Construction,113,39,2,2,4.4%,4.4%
1995,21,New York,Total,"10,881","7,129","1,975","2,086",27.7%,29.3%
1995,21,New York,Public,"2,061","1,378",966,"1,015",70.1%,73.6%
1995,21,New York,Private,"8,820","5,751","1,010","1,071",17.6%,18.6%
1995,21,New York,Priv. Manufacturing,"1,543","1,027",231,245,22.5%,23.8%
1995,21,New York,Priv. Construction,363,242,79,79,32.5%,32.7%
1995,56,North Carolina,Total,"7,113","3,114",132,169,4.2%,5.4%
1995,56,North Carolina,Public,"1,086",469,67,85,14.3%,18.2%
1995,56,North Carolina,Private,"6,027","2,645",65,84,2.5%,3.2%
1995,56,North Carolina,Priv. Manufacturing,"1,950",858,25,29,2.9%,3.4%
1995,56,North Carolina,Priv. Construction,358,160,1,2,0.5%,1.4%
1995,44,North Dakota,Total,"2,055",257,26,31,10.0%,12.0%
1995,44,North Dakota,Public,452,54,13,17,24.5%,30.8%
1995,44,North Dakota,Private,"1,603",203,12,14,6.2%,7.0%
1995,44,North Dakota,Priv. Manufacturing,133,17,3,3,19.5%,20.3%
1995,44,North Dakota,Priv. Construction,90,12,2,2,17.7%,17.7%
1995,31,Ohio,Total,"7,737","4,774",885,979,18.5%,20.5%
1995,31,Ohio,Public,"1,064",655,286,331,43.7%,50.6%
1995,31,Ohio,Private,"6,673","4,120",599,648,14.6%,15.7%
1995,31,Ohio,Priv. Manufacturing,"1,841","1,139",329,341,28.9%,29.9%
1995,31,Ohio,Priv. Construction,336,211,56,61,26.4%,29.0%
1995,73,Oklahoma,Total,"2,182","1,258",117,135,9.3%,10.7%
1995,73,Oklahoma,Public,433,249,56,69,22.6%,27.6%
1995,73,Oklahoma,Private,"1,749","1,009",61,66,6.0%,6.6%
1995,73,Oklahoma,Priv. Manufacturing,304,171,24,26,14.0%,15.1%
1995,73,Oklahoma,Priv. Construction,86,49,7,7,13.6%,14.4%
1995,92,Oregon,Total,"1,871","1,329",267,288,20.1%,21.7%
1995,92,Oregon,Public,342,240,146,156,60.7%,64.9%
1995,92,Oregon,Private,"1,529","1,089",121,132,11.1%,12.2%
1995,92,Oregon,Priv. Manufacturing,350,244,37,39,15.1%,15.9%
1995,92,Oregon,Priv. Construction,84,61,13,13,21.1%,21.1%
1995,23,Pennsylvania,Total,"7,569","4,925",929,"1,021",18.9%,20.7%
1995,23,Pennsylvania,Public,964,615,323,360,52.5%,58.5%
1995,23,Pennsylvania,Private,"6,605","4,310",606,661,14.1%,15.3%
1995,23,Pennsylvania,Priv. Manufacturing,"1,543","1,002",268,276,26.7%,27.6%
1995,23,Pennsylvania,Priv. Construction,334,222,55,57,24.8%,25.5%
1995,15,Rhode Island,Total,"1,517",403,78,84,19.4%,20.8%
1995,15,Rhode Island,Public,252,67,47,50,70.8%,74.1%
1995,15,Rhode Island,Private,"1,265",336,31,34,9.1%,10.2%
1995,15,Rhode Island,Priv. Manufacturing,337,87,11,12,12.6%,14.1%
1995,15,Rhode Island,Priv. Construction,44,12,1,1,11.3%,11.3%
1995,57,South Carolina,Total,"1,758","1,585",52,83,3.3%,5.2%
1995,57,South Carolina,Public,312,281,21,30,7.6%,10.8%
1995,57,South Carolina,Private,"1,446","1,304",30,52,2.3%,4.0%
1995,57,South Carolina,Priv. Manufacturing,456,418,12,24,2.9%,5.7%
1995,57,South Carolina,Priv. Construction,98,94,3,3,3.3%,3.3%
1995,45,South Dakota,Total,"2,162",291,22,27,7.7%,9.4%
1995,45,South Dakota,Public,449,55,12,15,21.1%,27.6%
1995,45,South Dakota,Private,"1,713",235,11,12,4.5%,5.1%
1995,45,South Dakota,Priv. Manufacturing,323,46,4,5,9.1%,10.4%
1995,45,South Dakota,Priv. Construction,70,9,1,1,8.6%,8.6%
1995,62,Tennessee,Total,"1,980","2,304",219,260,9.5%,11.3%
1995,62,Tennessee,Public,317,367,66,84,17.9%,23.0%
1995,62,Tennessee,Private,"1,663","1,936",154,176,7.9%,9.1%
1995,62,Tennessee,Priv. Manufacturing,463,530,88,99,16.6%,18.7%
1995,62,Tennessee,Priv. Construction,81,97,9,9,9.6%,9.6%
1995,74,Texas,Total,"7,504","7,874",512,634,6.5%,8.0%
1995,74,Texas,Public,"1,347","1,371",218,289,15.9%,21.1%
1995,74,Texas,Private,"6,157","6,503",294,345,4.5%,5.3%
1995,74,Texas,Priv. Manufacturing,"1,086","1,143",101,112,8.9%,9.8%
1995,74,Texas,Priv. Construction,426,467,23,27,4.8%,5.8%
1995,87,Utah,Total,"2,170",806,73,92,9.0%,11.4%
1995,87,Utah,Public,445,161,45,59,28.0%,36.4%
1995,87,Utah,Private,"1,725",645,27,33,4.3%,5.1%
1995,87,Utah,Priv. Manufacturing,348,130,5,7,4.1%,5.3%
1995,87,Utah,Priv. Construction,146,56,6,6,9.9%,10.5%
1995,13,Vermont,Total,"1,589",255,24,29,9.3%,11.5%
1995,13,Vermont,Public,247,39,15,19,38.6%,49.2%
1995,13,Vermont,Private,"1,342",216,9,10,4.1%,4.8%
1995,13,Vermont,Priv. Manufacturing,292,47,3,4,7.2%,8.2%
1995,13,Vermont,Priv. Construction,69,11,0,1,2.5%,4.8%
1995,54,Virginia,Total,"3,794","3,001",201,267,6.7%,8.9%
1995,54,Virginia,Public,866,673,98,134,14.6%,19.9%
1995,54,Virginia,Private,"2,928","2,328",103,133,4.4%,5.7%
1995,54,Virginia,Priv. Manufacturing,468,423,35,47,8.3%,11.2%
1995,54,Virginia,Priv. Construction,232,197,8,10,4.2%,5.1%
1995,91,Washington,Total,"1,925","2,271",477,509,21.0%,22.4%
1995,91,Washington,Public,333,372,170,186,45.8%,50.0%
1995,91,Washington,Private,"1,592","1,899",307,323,16.1%,17.0%
1995,91,Washington,Priv. Manufacturing,299,352,103,105,29.3%,29.9%
1995,91,Washington,Priv. Construction,83,100,33,35,33.3%,35.5%
1995,55,West Virginia,Total,"1,773",641,104,114,16.3%,17.8%
1995,55,West Virginia,Public,367,128,28,34,22.2%,26.4%
1995,55,West Virginia,Private,"1,406",513,76,80,14.8%,15.6%
1995,55,West Virginia,Priv. Manufacturing,245,88,27,27,30.5%,30.9%
1995,55,West Virginia,Priv. Construction,97,36,8,10,22.6%,27.4%
